machine_id,logical_cpus,physical_cores,sockets,threads_per_core,core_budget,branch_count,workers,omp_threads,core_demand,core_utilization,oversubscribed,mode,run_index,eval_ms,avg_branch_time_ms,max_branch_time_ms,branch_work_sum_ms,merge_tail_ms
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,16,4,64,0.500000,False,manual-parallel,1,374.279000,168.346708,228.940000,4040.321000,64.073700
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,16,4,64,0.500000,False,manual-parallel,2,366.779000,169.717008,231.052000,4073.208200,62.178000
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,16,4,64,0.500000,False,manual-parallel,3,392.320000,166.405625,223.260000,3993.735000,86.138600
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,24,4,96,0.750000,False,manual-parallel,1,330.268000,239.170333,263.105000,5740.088000,66.637100
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,24,4,96,0.750000,False,manual-parallel,2,338.085000,248.408917,271.471000,5961.814000,66.196100
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,24,4,96,0.750000,False,manual-parallel,3,356.070000,271.860583,295.266000,6524.654000,60.461300
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,1,6,6,0.046875,False,single-thread,1,2280.010000,91.737600,106.884000,2201.702400,77.676700
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,1,6,6,0.046875,False,single-thread,2,2199.020000,88.668871,113.460000,2128.052900,70.433800
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,1,6,6,0.046875,False,single-thread,3,2075.580000,83.832350,107.344000,2011.976400,63.104200
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,1,6,6,0.046875,False,manual-parallel,1,2048.590000,82.737392,106.863000,1985.697400,62.056600
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,1,6,6,0.046875,False,manual-parallel,2,2074.140000,83.792963,108.203000,2011.031100,62.309500
